4_finetune.py:113: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
total loss: tensor(10715.2256, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2218.8848, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8441.6484, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(15961.8232, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3802.8057, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(40794.7500, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3395.1177, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12883.7764, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4979.0239, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2664.1809, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13591.3223, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(18623.5723, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2073.0432, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2939.1982, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8426.7441, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4392.8330, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(24623.1777, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3240.9043, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4491.3730, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5623.3872, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17053.7988, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2393.5142, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1403.0989, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(50987.5469, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9619.8291, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3003.1841, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2278.2959, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(20874.7344, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(49501.5859, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2841.4941, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2495.5728, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11607.1084, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(20169.9531, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3321.4714, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(36866.4570, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(77083.0469, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5573.8105, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5798.4590, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5900.6914, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17914.3848, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1939.6021, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2015.0421, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8942.2637, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(47300.8203, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2073.2246, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7515.1807, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(39056.5508, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1782.3146, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5229.1748, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4519.6094, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1607.0884, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(22621.8770, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3692.0920, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2511.0830, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3631.8538, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12156.9160, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13596.8496, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(15155.3906, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2299.6968, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1248.5221, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3984.0923, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(63011.8516, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3395.5315, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2428.3054, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7995.6899, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(21275.2383, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6555.8716, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6990.9150, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(82446.9141, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2148.4575, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8714.2354, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4244.5698, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5812.5938, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(43772.1797, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10867.8008, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4973.6143, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3150.5481, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2858.3757, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(26606.5293, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4560.7051, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3449.2837, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11249.2773, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4236.3428, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7086.9658, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2462.2083, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6338.0830, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7173.2627, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2264.7212, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(15823.9131, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2998.4192, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3232.4668, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2458.9702, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2943.3430, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2595.5708, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8466.9219, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2791.1064, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2759.6130, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1770.7803, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(27317.1484, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2637.5674, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8370.4531, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9161.7734, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(43275.4805, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6290.4731, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(20464.3730, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5397.0649, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3037.7686, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1291.5742, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11979.8613, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6641.7905, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4320.1919, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2471.0579, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1398.1665, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4735.1924, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(23418.4609, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11465.9883, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7396.4775, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9300.8848, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11404.5312, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4335.5234, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3479.2583, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(16751.1914, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10248.6836, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6267.7988, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(14575.6445, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5694.3076, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11578.4121, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4696.0342, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2804.0876, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10752.4072, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2318.9873, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11384.6006, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5377.4893, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1628.9340, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5355.0781, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3287.2727, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1677.7969, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(29282.5195, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8352.1025, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5754.2505, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2056.4487, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3039.5640, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6393.8711, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9489.3994, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2902.1611, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(21511.0918, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2507.7439, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(19980.4609, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3150.7324, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2259.1064, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3220.0137, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2274.9946, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(53815.0859, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(70035.6562, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4619.9189, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3471.0476, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2177.2759, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(21976.3438, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4251.9639, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3914.4504, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3563.7002, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1613.1746, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3665.1899, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2546.1167, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1582.7941, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3417.5073, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(24136.3574, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3790.8215, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6120.9912, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8510.0264, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2592.0049, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11895.1729, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6709.8428, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2709.9185, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2369.8606, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3377.5327, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(16070.9424, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10426.2090, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12371.2266, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5788.7109, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(21808.0117, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2031.9688, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(238581.1719, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3387.6414, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(46691.3125, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(95394.8750, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7652.4307, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10924.5742, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5334.7427, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3798.3958, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(24846.9395, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2941.0261, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3521.8049, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2859.1167, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6907.8047, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1678.5698, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7507.3076, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(685983.4375, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(40554.8203, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4767.9590, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4605.3984, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9989.4678, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4589.1104, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7236.5635, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2891.7559, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9342.3135, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5608.2451, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1522.7050, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(19119.7949, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9227.4180, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3222.5024, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3474.0581, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2803.3870, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(33381.2266, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5237.5728, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3188.1133, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3117.8174, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1773.3102, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2086.2344, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2304.4773, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7175.6143, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2865.6755, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5019.6240, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(174954.6562, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8822.2139, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5312.2861, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(24548.5078, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12242.0527, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9528.5840, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(35299.9883, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2806.4712, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3210.0745, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1449.1133, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2934.7068, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(57241.9375, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(100241.0156, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(35965.3984, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2915.1611, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3542.8301, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2538.4578, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10062.9717, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10115.5225, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7256.8643, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2382.5503, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(20259.4863, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8657.6152, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2150.9089, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1805.4624, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4741.7085, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9072.6123, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6525.6367, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(14606.4668, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1431.0220, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(40462.0703, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1661.9645, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5606.0166, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5368.1475, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2958.9446, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4892.6787, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2058.8672, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2788.3848, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2611.3748, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6831.4727, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2514.5830, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4203.7007, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(23167.6211, device='cuda:3', grad_fn=<DivBackward0>)
